# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
42216.410156 3125.663086 354.448059 39.682362 -20.529251 -24.221365
42095.199219 3177.786377 353.865662 39.710880 -19.314335 -21.926744
55775.363281 3480.649170 248.809647 -10.998380 -18.394358 -21.522751
31771.994141 2195.827881 133.071899 49.674480 -20.515514 -24.212835
31548.568359 2061.438477 133.158295 50.147694 -19.063978 -22.565182
28736.480469 1843.703369 312.111298 -0.476180 -21.561865 -25.256588
35392.414062 2705.033203 23.610783 33.207138 -21.873798 -24.865520
36005.660156 2492.948730 24.318678 33.741604 -21.179396 -24.364040
35498.894531 2428.801514 23.581348 33.295742 -18.770922 -21.432972
45465.503906 3152.586670 157.971024 3.486402 -22.208204 -25.292410
45789.820312 3092.703857 158.259842 3.975996 -21.188187 -24.016703
45650.156250 3142.511963 157.997299 2.934864 -19.412649 -22.261810
45526.109375 3215.290283 157.904526 2.855538 -18.399784 -21.339054
45462.015625 3092.434082 157.970444 3.494837 -19.510122 -22.079897
45466.574219 3339.626953 157.961594 3.480206 -19.236319 -21.674314
45469.292969 3247.437256 157.969849 3.477522 -19.120453 -21.722511
45463.078125 3291.290527 157.960922 3.487631 -19.084030 -21.582296
45463.195312 2963.471680 157.977356 3.492767 -18.868105 -21.300812
45703.886719 3075.135498 184.686844 40.590111 -21.400494 -25.366135
45346.183594 3066.768799 185.451859 40.603146 -18.461830 -21.473377
28443.564453 1918.053955 14.443821 -73.624603 -21.436119 -24.796217
28632.275391 2008.900757 15.057109 -73.586342 -20.743511 -24.309959
28658.669922 1613.889160 15.332763 -73.659210 -19.779505 -23.138632
40261.218750 2724.046631 216.298904 39.322849 -20.807072 -24.517654
40398.800781 2726.329346 217.088364 39.555946 -19.639660 -23.527199
46093.218750 2866.386963 300.170746 -32.865837 -20.955343 -24.808964
45915.941406 2765.582275 300.173950 -32.910137 -19.722765 -22.868782
42467.917969 2880.800049 341.269836 -55.092255 -21.221550 -24.905794
42767.097656 2916.160645 340.741180 -54.630138 -20.840954 -23.888472
45443.304688 2985.388428 169.581879 48.321308 -20.737875 -24.269075
45422.296875 2871.188232 170.090027 48.015450 -19.071173 -22.048384
45395.378906 3097.867920 169.586731 48.486610 -18.699850 -21.767656
46409.437500 3342.941162 31.366703 24.475523 -21.888695 -25.135565
46500.886719 3331.203369 31.984541 25.380079 -19.329084 -22.279129
52513.238281 3314.781982 127.096657 2.522744 -21.755283 -25.139277
26642.517578 1840.088867 214.894485 6.675471 -21.663822 -24.964167
26402.705078 1779.339722 213.681427 7.009836 -19.683754 -23.053822
26728.632812 1965.617065 214.881561 6.723125 -18.506348 -21.449560
42178.179688 3135.451416 353.609528 33.782619 -21.841555 -24.986177
42180.777344 3196.719971 353.947113 33.561073 -20.153816 -23.205198
42305.140625 2982.303955 353.635376 33.948715 -18.625607 -21.414232
52580.089844 3321.427979 238.858337 20.635859 -22.164034 -25.525440
29348.033203 1815.083496 38.611889 -64.907059 -21.928389 -25.262920
29308.533203 1840.139648 40.735203 -63.772167 -20.062832 -23.096767
29331.470703 1728.356445 39.288475 -64.610260 -19.517054 -22.532560
43582.226562 3082.205322 191.825424 1.992831 -20.473154 -24.285669
43552.296875 3058.638672 191.391602 1.757476 -18.706234 -21.593830
45347.851562 3188.400391 297.392639 52.642727 -21.056995 -24.418694
45459.414062 3258.845459 298.016327 52.914803 -17.944183 -21.098122
45095.972656 3021.018311 217.220840 -37.924984 -21.929398 -24.942822
45188.015625 3139.950928 216.929825 -38.418289 -18.679062 -21.522301
37789.343750 2131.269531 124.785461 -21.637716 -21.652355 -24.662600
37933.035156 2181.965576 124.834076 -21.472536 -19.272898 -22.927698
38220.429688 2294.050293 124.799789 -21.696594 -18.490675 -21.623516
38131.300781 2232.697754 124.099678 -21.504740 -19.347097 -22.195892
23094.117188 1582.017090 102.987396 30.733070 -21.179176 -24.954014
23077.726562 1364.316406 103.091866 30.855364 -20.322727 -23.483131
23121.773438 1438.045898 102.677132 31.101858 -19.420874 -22.528673
50196.628906 3133.596924 130.065796 17.907574 -21.316355 -25.162664
49981.324219 3262.972412 130.294525 17.287516 -19.024525 -21.861881
40594.140625 2812.315674 173.704956 -47.322655 -21.295099 -25.133274
40294.105469 2625.569092 174.138687 -47.877419 -18.980406 -21.849371
40613.324219 2587.063477 173.823318 -47.305649 -18.566481 -22.020185
47965.871094 3424.622803 155.290497 -0.184238 -21.727560 -25.344627
48106.738281 3418.822754 154.979996 -0.142082 -18.851387 -21.205051
47870.156250 3495.646484 154.953079 -0.169621 -18.224598 -21.425526
43806.003906 3174.796631 34.920349 25.397259 -20.890881 -24.804794
43836.449219 3287.002930 34.992725 25.389116 -18.612463 -22.487926
45330.218750 2885.867676 126.093567 10.106030 -20.745886 -23.781715
45394.234375 2693.366455 126.036575 10.473282 -21.416351 -24.640810
45385.937500 2942.968994 125.963158 9.837972 -20.603449 -23.646040
45726.070312 2793.610107 126.330391 10.876679 -18.570770 -21.180401
25494.003906 1727.288818 215.630295 2.227263 -20.817135 -24.377136
25315.013672 1655.107666 215.267303 2.306596 -18.758181 -21.975971
22616.197266 1421.189453 331.984619 -10.812319 -21.245611 -25.113304
19412.699219 1246.484131 220.992371 -41.101215 -20.122610 -23.860666
19328.691406 1252.924316 220.778702 -41.542171 -19.093855 -22.362526
39348.660156 2754.470459 250.304993 17.984953 -21.113733 -24.577240
39378.800781 2666.167236 250.041687 17.984501 -20.210022 -23.780649
39315.417969 2832.096680 250.294067 18.121693 -18.991779 -21.701612
44825.910156 3151.140625 174.581726 11.133099 -21.494972 -24.883621
44886.824219 3408.307617 174.649353 11.111399 -19.511677 -22.783182
49773.144531 3318.060303 332.441223 -11.152298 -21.856108 -25.113728
49803.035156 3330.650635 332.476501 -11.198634 -20.451748 -23.451345
49761.230469 3319.130371 332.321686 -11.161225 -19.635929 -22.426254
49537.609375 3297.036377 332.392426 -11.055419 -18.954515 -21.861374
49786.875000 3323.565186 332.733582 -11.294625 -18.348602 -21.231432
22094.921875 1303.305786 153.707794 -49.884045 -22.189547 -25.264082
22198.619141 1318.553833 153.940521 -49.433662 -20.764889 -23.552010
22256.562500 1362.024048 154.272675 -49.164429 -19.191319 -22.119349
47115.140625 3018.646973 328.746399 -43.024212 -21.016563 -24.667253
47351.496094 2849.699463 328.313416 -42.859222 -18.534342 -21.890007
47096.375000 2717.134766 328.780548 -43.077297 -19.159746 -21.904507
22346.898438 1528.055054 144.066269 43.083633 -21.246445 -24.593451
22446.927734 1588.034180 144.144989 43.260391 -19.622887 -23.108349
22172.777344 1480.516357 145.145462 42.922379 -19.091261 -22.053476
31500.205078 2351.172607 10.790051 38.457008 -21.447264 -24.724030
31593.546875 2282.510742 10.557208 38.521004 -19.531151 -22.929596
23157.427734 1541.247681 216.859009 -2.634363 -21.650415 -24.572889
23547.041016 1520.947510 216.841339 -2.610730 -21.092741 -24.462593
23100.966797 1463.577881 216.800247 -2.560863 -19.426777 -22.269125
52830.437500 3487.550537 229.642609 29.383520 -18.936045 -21.005081
43783.804688 2859.262939 132.289719 11.025878 -22.251333 -25.104506
43456.367188 2901.622070 132.664307 10.998509 -20.420380 -23.232769
43719.160156 2810.249512 132.152176 10.664725 -19.841953 -23.034555
44080.453125 2943.795410 132.394302 10.892109 -18.928127 -21.509233
41121.957031 2824.954590 202.723862 40.624897 -21.039621 -24.954823
40983.667969 3011.113770 201.799805 40.261608 -20.130281 -23.432653
49469.972656 3488.771484 348.484375 -58.076038 -18.823427 -21.802362
49645.664062 3175.791748 89.643158 -15.288831 -21.475559 -25.341728
49825.394531 3141.208252 89.411110 -14.982518 -18.698036 -21.700918
49570.234375 3173.371094 89.623756 -14.954439 -17.950865 -21.598944
46308.109375 3185.931396 112.797882 -45.244873 -20.758091 -24.726181
46276.636719 3207.033447 112.751785 -45.577991 -18.834299 -21.970842
41739.777344 2723.185059 129.133957 -18.714737 -22.836897 -25.838453
41886.105469 2729.374512 129.159866 -19.101942 -20.401192 -22.959761
41736.734375 2916.126221 129.107895 -18.722832 -20.226402 -22.683435
41733.847656 2840.312012 129.101227 -18.716629 -19.335342 -21.592535
25625.126953 1868.635132 88.465263 -17.853580 -21.044878 -24.920431
25254.949219 1549.283936 89.061020 -17.390636 -19.848488 -22.911764
25638.705078 2007.380127 88.582443 -17.823139 -19.571024 -22.413181
30760.429688 1966.747070 51.818607 -60.545219 -21.329998 -24.836643
30960.820312 1957.976807 50.805820 -60.622032 -20.636942 -23.380589
44740.656250 3069.150391 135.478714 -10.492823 -22.308556 -25.124294
44659.757812 2977.101318 135.436981 -10.454089 -21.369316 -24.194201
44476.707031 2958.488281 135.595673 -10.380951 -19.677351 -22.311522
29879.660156 2008.246216 98.583984 33.844051 -20.589371 -24.428856
29953.644531 1994.831665 98.738968 33.758167 -18.494011 -21.455212
37413.687500 2408.353027 348.746399 -54.926991 -22.546438 -25.615469
37584.695312 2533.461182 348.732391 -54.691555 -19.810112 -22.732361
38971.800781 2590.456055 165.429214 -49.165428 -21.338675 -24.498014
38946.027344 2738.596680 165.577148 -48.909611 -20.693256 -23.740019
39231.460938 2885.608887 165.962875 -49.292961 -19.465872 -22.237568
33659.113281 2155.845215 349.176117 -62.064579 -21.453281 -25.052164
33630.824219 2203.775635 349.538513 -61.945885 -18.775454 -22.176064
33676.812500 1972.425781 349.274933 -62.177456 -17.921474 -21.004728
37107.445312 2509.341064 180.699127 27.564259 -21.656441 -24.869448
37134.441406 2477.279541 180.766174 27.546745 -19.521900 -22.053179
40553.367188 3008.768555 353.772034 16.466002 -21.036427 -24.318390
40432.648438 2982.006348 353.620056 16.293558 -20.542786 -23.508839
40474.171875 2743.644043 353.717468 16.385677 -18.825603 -21.807421
19448.675781 1120.587769 219.761307 -12.905683 -21.135073 -24.929741
45052.203125 2960.665039 193.344559 45.775944 -20.084200 -23.637470
45182.250000 2816.369629 194.244415 45.767590 -20.171043 -22.760134
45100.093750 2989.311768 193.070892 45.739071 -20.216463 -23.455532
45048.250000 3117.633301 193.223083 45.740009 -17.718023 -21.146566
28068.505859 2063.868652 224.274460 -3.519152 -21.021639 -24.449049
28063.851562 2106.441895 224.580902 -3.146989 -17.829571 -21.183601
33190.082031 2118.948730 289.974731 -5.583065 -21.105581 -25.060410
24221.476562 1497.688599 89.177124 -0.661565 -21.871138 -25.024286
24220.503906 1262.016846 89.035027 -0.286376 -19.182190 -22.519583
49080.218750 3071.195557 284.918274 -24.700811 -20.957781 -24.620861
36299.867188 2534.163818 10.854963 45.941086 -21.761072 -24.696911
35785.902344 2641.136475 11.375183 45.682285 -21.621029 -24.781454
22199.304688 1358.119873 338.395569 -29.183887 -22.557314 -25.718334
22215.089844 1435.561890 338.422455 -29.188545 -20.956497 -23.333054
22209.599609 1439.951416 338.402527 -29.189775 -20.426199 -22.828753
22208.240234 1305.230713 338.418213 -29.187042 -20.571547 -22.856457
22197.027344 1230.681396 338.409027 -29.182821 -20.304173 -22.554607
45062.601562 3254.904053 340.407867 42.230148 -20.780069 -24.691589
53261.046875 3499.947510 319.406891 -9.996876 -22.118563 -25.205614
53373.503906 3483.625000 319.132904 -9.823697 -18.743259 -21.408009
42731.785156 2941.432861 285.779907 38.679070 -21.597075 -24.634611
42695.753906 2792.854492 286.055817 39.211914 -19.987207 -23.082890
42443.222656 2907.826904 285.757355 38.691689 -20.640963 -23.325314
51085.570312 3333.391602 130.609497 16.588070 -22.000059 -25.333246
20265.923828 1385.011597 117.924606 31.503685 -20.147532 -24.027306
50207.757812 3437.077393 349.173737 -12.505652 -20.732922 -24.177347
45205.539062 3241.869873 12.953600 -70.771294 -21.453455 -24.904524
49252.468750 3322.179688 176.027664 35.657303 -21.894863 -25.430748
49313.488281 3099.967773 175.887848 35.708115 -18.523001 -21.298136
49254.906250 3150.940430 176.006195 35.658176 -19.397127 -22.654846
49248.769531 3315.648193 176.013794 35.668949 -19.930843 -22.808989
49256.109375 3299.604004 176.018173 35.651459 -19.639338 -22.673075
49248.609375 3488.681885 176.027084 35.667801 -19.633194 -22.376965
49250.734375 3157.758789 176.003693 35.665943 -18.648590 -21.405535
17953.451172 1150.887817 155.903305 37.803020 -20.896860 -24.231630
17911.597656 1184.892578 156.055481 37.009159 -19.349005 -22.420681
30208.298828 1985.510986 295.343079 42.498432 -20.611908 -24.423294
29859.466797 1870.560181 295.209412 42.182598 -18.231075 -21.172699
36174.191406 2499.595215 56.584755 4.354669 -20.507988 -24.282379
36165.628906 2408.197754 56.404938 4.949380 -19.548298 -22.805485
35951.445312 2552.763428 56.798649 4.194337 -17.863411 -21.260994
45611.535156 3246.289307 340.736084 34.489506 -21.331305 -24.502403
45241.042969 3337.654541 340.627625 35.072357 -19.094475 -22.054663
45749.269531 3189.788818 341.174072 34.505901 -19.345291 -22.025248
45640.609375 3137.444824 340.729980 34.589138 -18.339994 -21.225294
35441.066406 2645.802490 241.994003 10.159756 -20.171858 -23.562647
35643.660156 2554.126465 242.181015 10.701560 -19.830967 -23.416187
35200.085938 2581.613281 241.750412 10.273656 -19.278101 -22.542536
35459.660156 2454.270508 241.985550 10.710371 -18.590332 -21.464392
35439.023438 2590.458252 241.810562 10.193490 -18.946396 -21.811371
48513.957031 3152.020508 90.692337 -14.663979 -22.292856 -25.215298
48451.066406 2973.265625 90.703964 -14.907877 -20.252222 -22.933046
48362.156250 3065.916016 90.504250 -14.564729 -20.011818 -22.954340
48265.457031 3131.024414 90.724403 -14.324306 -18.758371 -21.223087
48405.285156 3262.909912 103.766251 -37.464001 -20.354757 -24.157013
46803.421875 3062.788086 291.542969 3.390376 -21.227520 -24.326305
46849.500000 3155.572266 291.620361 2.792086 -21.045128 -23.879158
46978.636719 3139.263184 291.793549 2.793288 -18.513098 -21.176531
46851.875000 3078.350342 291.678467 2.619145 -18.677021 -21.254314
24764.814453 1709.935059 90.771751 4.678488 -21.138842 -25.047516
24902.474609 1700.039551 91.043121 3.878543 -18.947647 -22.168224
41667.398438 2810.562256 200.026077 -24.601992 -19.921469 -23.523272
41376.480469 2822.824951 200.008270 -24.628138 -18.703951 -21.878990
41837.867188 2724.271484 200.250839 -24.400440 -18.023979 -21.204929
46160.535156 3480.233643 2.152860 39.988064 -22.386044 -25.340370
46170.324219 3438.471436 2.131756 39.990955 -19.227983 -21.233051
43201.187500 2993.478516 184.584412 35.147255 -21.502216 -24.929592
43143.765625 2963.836670 184.818405 34.745640 -18.430040 -21.277914
33117.636719 2283.388428 256.393860 -32.066730 -22.194027 -25.410978
33255.089844 2457.613770 257.470612 -32.198608 -20.234213 -22.793900
33110.851562 2231.666016 256.109558 -31.355190 -18.051683 -21.524778
23937.703125 1493.442993 337.437836 -29.205048 -20.174307 -23.932453
24186.298828 1433.150635 337.654358 -28.822119 -18.871420 -21.769402
23846.667969 1699.116333 337.286835 -29.211084 -19.137856 -22.232498
24027.601562 1697.883789 337.277374 -29.167070 -19.221165 -21.280645
32792.468750 2159.661133 248.917786 22.336227 -20.547338 -24.371813
42929.304688 2511.084717 218.942139 48.944202 -20.844198 -24.560440
42646.187500 2719.794434 218.731140 48.533165 -17.993891 -21.016968
43030.097656 2625.747803 218.192703 49.062737 -18.165543 -21.339960
23196.896484 1480.940308 270.110260 -7.466878 -20.014462 -23.656742
22662.150391 1320.365601 269.936310 -6.340382 -19.451988 -22.248978
34256.796875 2432.286865 183.826538 -18.249329 -21.165155 -24.335077
40849.925781 2829.510986 266.986511 -31.053869 -22.144205 -25.401766
40908.820312 2735.965088 266.915375 -31.045168 -17.974354 -21.585711
20313.269531 1218.325317 118.936043 -75.962059 -20.447405 -24.231339
44514.085938 3058.770752 195.025238 -21.807590 -22.226295 -25.135218
41392.304688 3047.116943 183.947754 32.489746 -21.223875 -24.842196
43025.910156 2722.418457 129.492889 8.845846 -20.248430 -23.986511
52257.992188 3356.093506 225.402237 -56.994736 -20.267179 -23.898365
47513.277344 3092.604980 318.374481 -9.523940 -21.491316 -24.356987
47955.117188 3257.805176 317.882629 -9.624125 -20.597118 -23.500055
47619.851562 3315.794922 318.224854 -9.656350 -20.919214 -23.860794
47467.761719 3080.487549 318.303772 -9.518886 -19.385229 -21.711773
49033.230469 3286.987061 214.506531 47.320461 -22.159060 -25.172100
21009.707031 1268.177368 218.311340 -7.890671 -21.145878 -24.013863
21002.382812 1478.042603 216.146271 -7.441020 -20.396221 -22.799263
20991.701172 1216.983765 218.334549 -7.654893 -21.135292 -23.644524
41402.050781 2710.923340 68.574928 -64.598961 -22.397892 -25.150175
41370.953125 2858.984863 68.103661 -64.137749 -18.416170 -21.363537
41420.324219 2792.846191 68.458603 -64.591858 -18.440453 -21.504541
41403.480469 2709.087891 68.609665 -64.603508 -19.911896 -21.974993
22356.535156 1496.161865 109.416412 33.657837 -20.130482 -23.899714
22320.496094 1431.980591 108.834221 34.096539 -18.765837 -22.000572
42143.800781 2702.214111 114.866425 -38.166622 -21.449997 -24.242599
42470.171875 2757.726074 114.431198 -38.871265 -21.484318 -24.225456
42641.632812 2742.239502 114.849403 -38.734390 -18.869606 -21.257042
42318.925781 2624.585205 114.746391 -38.523937 -18.987617 -21.769527
46457.398438 3445.958252 12.800867 22.920624 -20.716797 -23.962357
46404.484375 3374.485840 12.365070 23.271608 -20.217710 -23.209135
46941.726562 3405.072754 13.326696 22.492693 -19.886923 -22.647800
18433.617188 917.293396 106.414383 -84.917885 -21.924809 -25.120686
44310.625000 2750.587158 114.720360 23.415171 -21.193110 -24.942801
50634.406250 3266.196289 198.591080 -39.036968 -21.318483 -24.449953
50173.339844 3191.311035 199.321228 -39.122684 -19.099356 -21.708502
